pl_name, points, dist(pa), ra(deg), dec(deg), magn, mas
Kepler-968 b,3.739886907351022,290.3240000,285.6025889,50.1120401,no data,no data,
Kepler-968 c,3.739886907351022,290.3240000,285.6025889,50.1120401,no data,no data,
Kepler-969 b,2.5343306482546986,390.3540000,288.3724989,47.9335642,no data,no data,
Kepler-969 c,2.5343306482546986,390.3540000,288.3724989,47.9335642,no data,no data,
Kepler-97 b,5.731497475928416,400.9070000,287.3265292,48.6733443,no data,no data,
Kepler-97 c,2.384322547153487,400.9070000,287.3265292,48.6733443,no data,no data,
Kepler-970 b,1.8648018648018647,331.5450000,289.6252192,40.7087351,33.95601105273602,0.419249272346137,
Kepler-971 b,1.4730252255569876,338.5220000,284.0945699,41.1828131,no data,no data,
Kepler-972 b,1.3016596160104132,1198.0300000,295.8286790,43.4254371,no data,no data,
Kepler-973 b,1.5346249760214847,328.5200000,290.1653203,49.9238126,no data,no data,
Kepler-974 b,2,134.3110000,285.0131082,40.2209547,no data,no data,
Kepler-975 b,2.6336532570961815,426.0880000,290.5485100,38.4952415,no data,no data,
Kepler-975 c,2.6383370878558265,426.0880000,290.5485100,38.4952415,28.369334215387287,0.13307110268301384,
Kepler-976 b,1.529051987767584,1012.4100000,289.8696232,46.7296855,no data,no data,
Kepler-977 b,1.5051740357478833,568.7510000,291.5161959,42.2480736,no data,no data,
Kepler-978 b,1.3328890369876707,682.5220000,286.7107166,43.0433585,no data,no data,
Kepler-979 b,1.5065913370998116,576.5030000,300.3712023,46.4081872,no data,no data,
Kepler-98 b,3.8452507687514177,350.3150000,285.6616933,37.9645672,no data,no data,
Kepler-980 b,1.3479359730412805,961.4680000,294.6129869,45.0601740,no data,no data,
Kepler-981 b,1.3990905911157747,878.0820000,289.2489051,47.6501141,no data,no data,
Kepler-982 b,1.3031438345007331,801.4790000,288.4176803,46.5904531,no data,no data,
Kepler-983 b,1.3218770654329148,714.4370000,285.1042243,45.0080745,no data,no data,
Kepler-984 b,1.4260249554367201,460.1880000,296.9588566,46.3940661,no data,no data,
Kepler-985 b,1.472211998527788,679.3610000,290.1443390,44.0498808,no data,no data,
Kepler-986 b,1.4179369018078696,548.3640000,293.0940391,42.8964457,no data,no data,
Kepler-987 b,1.4191946070604933,914.1260000,289.4110582,46.1308443,no data,no data,
Kepler-988 b,1.9975031210986267,304.8890000,290.7082585,42.2372245,no data,no data,
Kepler-989 b,1.5766653527788728,491.9780000,281.5827983,47.2334674,no data,no data,
Kepler-99 b,3.795669298079179,208.3690000,297.3539994,41.3000452,no data,no data,
Kepler-990 b,2.344989912575656,802.1630000,297.9381813,46.8813194,no data,no data,
Kepler-990 c,2.344989912575656,802.1630000,297.9381813,46.8813194,no data,no data,
Kepler-991 b,1.8214936247723132,389.5610000,297.0905543,49.6264867,no data,no data,
Kepler-992 b,1.6181229773462784,259.6390000,284.4304085,47.6416613,no data,no data,
Kepler-993 b,2,324.4230000,292.6141076,44.3946644,no data,no data,
Kepler-994 b,2,188.1580000,289.0720752,47.4069180,no data,no data,
Kepler-995 b,1.536688436419516,609.6380000,284.6157154,39.1309980,no data,no data,
Kepler-996 b,1.3302294645826405,1216.5800000,291.9127633,41.5335891,no data,no data,
Kepler-997 b,1.3008130081300813,467.5680000,289.2333767,49.9388952,no data,no data,
Kepler-998 b,1.3205678441729944,986.3640000,296.7541629,49.2087085,no data,no data,
Kepler-999 b,1.282667949334616,545.0630000,299.6604865,46.1984679,no data,no data,
L 168-9 b,5.379583360561123,25.1496000,350.0285917,-60.0657292,26.647686099760662,0.827050927251328,
L 363-38 b,5,10.2295000,10.8555443,-41.2952926,no data,4.692311452172638,
L 98-59 b,9.587355390493146,10.6194000,124.5328604,-68.3144658,28.854424706198706,2.06320507749967,
L 98-59 c,10.194728235848796,10.6194000,124.5328604,-68.3144658,28.505426498008077,2.8626852741209485,
L 98-59 d,10.292570099662836,10.6194000,124.5328604,-68.3144658,29.320842723013115,4.576529747443359,
L 98-59 e,8,10.6194000,124.5328604,-68.3144658,no data,6.751793886660264,
LHS 1140 b,6.349184642857143,14.9861000,11.2486320,-15.2741085,32.952532613331634,6.312516265072301,
LHS 1140 c,9.007761580957345,14.9861000,11.2486320,-15.2741085,30.89769071119961,1.8016695471136586,
LHS 1478 b,7.025191142727306,18.2276000,44.3388743,76.5514045,29.280209302184275,1.0138471329193093,
LHS 1678 b,4,19.8782000,68.1789866,-39.7908744,29.000211121384837,0.6232958718596251,
LHS 1678 c,4,19.8782000,68.1789866,-39.7908744,30.41809809313179,1.645018160598042,
LHS 1678 d,4,19.8782000,68.1789866,-39.7908744,30.765262366706715,2.012254630700969,
LHS 1815 b,5.130270217721519,29.8424000,91.0899861,-55.3115376,no data,no data,
LHS 3154 b,2,15.7606000,241.6367309,40.9068221,no data,1.4352245472888088,
LHS 3844 b,2,14.8846000,340.4962038,-69.1721081,28.747537291857814,0.41788156886983857,
LHS 475 b,3.909556313993174,12.4814000,290.2379403,-82.5597883,no data,no data,
LP 714-47 b,3.5,52.6160000,64.1902212,-12.0848643,27.345498432156845,0.7925345902387106,
LP 791-18 b,5.98404255319149,26.4927000,165.6904843,-16.4064445,31.557488621753315,0.3691582964363768,
LP 791-18 c,9.479912371090546,26.4927000,165.6904843,-16.4064445,32.44533097750132,1.1176663760205643,
LP 791-18 d,9.96345404692783,26.4927000,165.6904843,-16.4064445,33.45135563094908,0.7519052418213319,
LP 890-9 b,6.570237575757576,32.4298000,64.1309096,-28.3157909,33.87544415125608,0.5781719282881793,
LP 890-9 c,3.423520265849802,32.4298000,64.1309096,-28.3157909,35.436061522885836,1.2284997132267237,
LSPM J2116+0234 b,2,17.6297000,319.1147513,2.5807711,no data,4.968887729229652,
LTT 1445 A b,5.0162162162162165,6.8692900,45.4624781,-16.5944956,27.056010814547047,3.2026599546678036,
LTT 1445 A c,8.662500740576746,6.8692900,45.4624781,-16.5944956,27.53071473021725,3.8737627906231937,
LTT 3780 b,6.391222052845528,21.9814000,154.6449033,-11.7178010,28.029067582023295,0.543641442310317,
LTT 3780 c,8.677856387808923,21.9814000,154.6449033,-11.7178010,30.75679733972632,3.443820684760752,
LTT 9779 b,2.9697776961234617,80.4373000,358.6688767,-37.6282237,22.65885093448645,0.20873400773024456,
LkCa 15 b,2.907486886027659,158.1520000,69.8241791,22.3508662,no data,92.94855581971774,
LkCa 15 c,2.907486886027659,158.1520000,69.8241791,22.3508662,no data,117.6083767514796,
Luhman 16 b,0,,162.3282594,-53.3193715,no data,no data,
Lupus-TR-3 b,2.759773795696711,773.4090000,232.5774696,-42.9799461,33.07131514738862,0.05999412988470524,
M62H b,0,,255.3074504,-30.1069833,no data,no data,
MASCARA-1 b,0,182.2730000,317.5515264,10.7388967,20.158246308612778,0.22138221239569217,
MASCARA-4 b,0.8955563584915042,170.6960000,147.5800667,-66.1139253,20.493476114751285,0.27534330037024884,
MOA-2007-BLG-192L b,0,1000.0000000,272.0158250,-27.1500750,no data,0.62,
MOA-2007-BLG-400L b,0,6890.0000000,272.4249167,-29.2241528,no data,0.8563134978229318,
MOA-2008-BLG-310L b,0,7700.0000000,268.5605420,-34.7780528,no data,0.14285714285714288,
MOA-2008-BLG-379L b,0,3300.0000000,269.7060000,-30.1969306,no data,0.8181818181818182,
MOA-2009-BLG-266L b,0,3040.0000000,267.0081250,-35.0054111,no data,1.0526315789473684,
MOA-2009-BLG-319L b,0,7050.0000000,271.7422080,-26.8196917,no data,0.2879432624113475,
MOA-2009-BLG-387L b,0,5690.0000000,268.4616250,-33.9903333,no data,0.3163444639718805,
MOA-2010-BLG-073L b,0,2800.0000000,272.5472580,-26.5229319,no data,0.4321428571428571,
MOA-2010-BLG-117L b,0,3500.0000000,271.9569700,-25.3446388,no data,0.6914285714285715,
MOA-2010-BLG-328L b,0,810.0000000,269.4963330,-30.7151750,no data,1.1358024691358024,
MOA-2010-BLG-353L b,0,6430.0000000,271.3039170,-27.2932333,no data,0.26749611197511663,
MOA-2010-BLG-477L b,1.3445378151260505,2300.0000000,271.5310060,-31.4544773,no data,0.8695652173913044,
MOA-2011-BLG-028L b,0,7380.0000000,270.8540000,-29.2134167,no data,0.5609756097560975,
MOA-2011-BLG-262L b,0,7200.0000000,270.0978330,-31.2452583,no data,0.13194444444444442,
MOA-2011-BLG-291L b,0,4400.0000000,268.8678890,-29.1706657,no data,0.1568181818181818,
MOA-2011-BLG-293L b,0,7720.0000000,268.9139580,-28.4768472,no data,0.14248704663212436,
MOA-2011-BLG-322L b,0,7560.0000000,271.2233330,-27.2209444,no data,0.5687830687830687,
MOA-2012-BLG-006L b,0,5300.0000000,270.4429630,-29.1087780,no data,1.9245283018867922,
MOA-2012-BLG-505L b,0,7210.0000000,268.1430970,-32.0400925,no data,0.12482662968099861,
MOA-2013-BLG-220L b,0,6720.0000000,270.9854170,-29.5447222,no data,0.4508928571428571,
MOA-2013-BLG-605L b,0,850.0000000,272.0192570,-29.7315826,no data,1.0941176470588236,
MOA-2015-BLG-337L b,0,7100.0000000,271.9487000,-28.1702785,no data,0.03380281690140845,
MOA-2016-BLG-227L b,0,6500.0000000,271.4737550,-27.7142868,no data,0.21384615384615382,
MOA-2016-BLG-319L b,0,6800.0000000,268.7422180,-29.7504635,no data,0.13970588235294118,
MOA-2019-BLG-008L b,0,2700.0000000,267.9828750,-29.9897306,no data,no data,
MOA-2020-BLG-135L b,0,7900.0000000,268.4235000,-29.8075667,no data,0.14050632911392405,
MOA-2020-BLG-208L b,0,7490.0000000,268.4325000,-32.5893111,no data,0.3658210947930574,
MOA-2022-BLG-249L b,0,2000.0000000,268.8655417,-28.3060611,no data,0.815,
MOA-2022-BLG-563L b,0,6530.0000000,270.3002083,-27.8358306,no data,0.32924961715160794,
MOA-bin-1L b,0,5100.0000000,261.7925000,-29.7939722,no data,1.6274509803921569,
MOA-bin-29 b,0,7120.0000000,269.3759583,-29.7365639,no data,0.06741573033707865,
MWC 758 c,2.238,159.5370000,82.6147199,25.3324076,no data,626.813842556899,
MXB 1658-298 b,0,,255.5272522,-29.9455833,no data,no data,
NGC 2682 Sand 1429 b,1.3333333333333333,852.7930000,133.0147781,11.6899626,no data,0.45028512194635745,
NGC 2682 Sand 364 b,1.8674136321195145,817.1920000,132.4866957,11.6924845,no data,0.6485623941497225,
NGC 2682 Sand 978 b,1.9047619047619047,821.9180000,132.8228085,11.7562959,no data,no data,
NGC 2682 YBP 1194 b,1.3840830449826989,872.9200000,132.7533077,11.8146537,no data,no data,
NGC 2682 YBP 1514 b,1.3973799126637554,914.2210000,132.7531307,11.8865128,no data,no data,
NGC 2682 YBP 401 b,1.29764801297648,830.8220000,132.8293081,11.6710271,no data,no data,
NGTS-1 b,3.5,218.1210000,82.7142134,-36.6309812,27.47929852689733,0.1494583281756456,
NGTS-10 b,2.535635380744359,,91.8722801,-25.5948963,24.743193134971882,no data,
NGTS-11 b,5.6565722089450325,190.4220000,23.5214497,-14.4191493,29.276284538110694,1.0555503040615055,
NGTS-12 b,2.8432029670648182,446.4420000,176.2499418,-35.6405630,26.54115200070465,0.1695628995479816,
NGTS-13 b,3.1610694745885866,647.5950000,176.2402326,-38.1397158,26.01894968132223,0.08477520672642623,
NGTS-14 A b,3.0423173317910157,322.1480000,328.5174799,-38.3774193,27.922994473952073,0.1250977811440704,
NGTS-15 b,2.928571428571429,786.4850000,73.3553101,-32.8003484,27.549685011327178,0.05607227092697254,
NGTS-16 b,2.9414414414414414,898.1680000,58.2639299,-30.8046405,27.417220078453624,0.05822964077989864,
NGTS-17 b,2.915929203539823,1040.2800000,72.9005729,-34.2262128,26.77127345933189,0.03758603452916523,
NGTS-18 b,2.92602495543672,1096.1900000,180.5462193,-35.5486091,27.29591870818758,0.040868827484286475,
NGTS-2 b,2.7349490583513427,356.3910000,215.1227617,-31.2020698,23.637415529526287,0.176772140710624,
NGTS-20 b,2.8913117612895274,382.8980000,46.2926368,-21.9336472,28.429208912190084,0.8174500780886815,
NGTS-21 b,2.6056431155248205,592.8910000,311.2583112,-35.4278412,26.616770541408165,0.039804955716986765,
NGTS-23 b,2.8207858675912165,1074.9500000,70.4322947,-40.0445299,26.989712587630635,0.046885901669845104,
NGTS-24 b,2.874570446735395,683.0620000,168.5638892,-37.9101328,26.060013511016898,0.07012540589287648,
NGTS-25 b,3.003476790077053,521.2330000,307.4182976,-39.0323568,27.093217012397872,0.07443887858213122,
NGTS-26 b,2.697878580817453,1093.6900000,217.6832961,-31.7324526,27.70939777382995,0.04480245773482431,
NGTS-27 b,2.9035087719298245,942.1220000,206.0265266,-32.5229747,25.91068755330972,0.047339941111660705,
NGTS-3 A b,2.5199861918149256,743.9720000,94.4447595,-35.7063640,25.49184559131842,0.030915141967708462,
NGTS-30 b,4.768420451395511,238.3770000,173.7148670,-24.6054801,30.618024015221977,1.7115745227098251,
NGTS-4 b,4.309388790416065,280.5550000,89.5988945,-30.8117992,27.132939851808626,0.06772290638199283,
NGTS-5 b,2.9509306514250486,306.7790000,221.0582692,5.6053735,26.287970566136487,0.1245196053184866,
NGTS-6 b,3.1913319238900635,308.2620000,75.7953820,-30.3994612,24.612440371034594,0.05440177511337758,
NGTS-8 b,3.026426254531578,428.9760000,328.9759206,-14.0684399,26.08864706473807,0.08158964604080415,
NGTS-9 b,2.800442366208513,609.1280000,141.9206435,-19.3476477,26.40362719227253,0.095218082242156,
NN Ser c,1,515.8180000,238.2337015,12.9120871,no data,10.371875351383627,
NN Ser d,1,515.8180000,238.2337015,12.9120871,no data,6.6496322346253915,
NSVS 14256825 b,0,820.8770000,305.0019460,4.6323715,no data,3.8008130328904337,
NY Vir b,1,544.0240000,204.7005847,-2.0303873,no data,no data,
NY Vir c,1,544.0240000,204.7005847,-2.0303873,no data,no data,
OGLE-2003-BLG-235L b,0,5800.0000000,271.3181250,-28.8950000,no data,0.7413793103448275,
OGLE-2005-BLG-071L b,0,3200.0000000,267.5407080,-34.6731944,no data,1.1250000000000002,
OGLE-2005-BLG-169L b,0,4100.0000000,271.5221670,-30.7326389,no data,0.8536585365853658,
OGLE-2005-BLG-390L b,0,6600.0000000,268.5799580,-30.3773056,no data,0.393939393939394,
OGLE-2006-BLG-109L b,1,1510.0000000,268.1437920,-30.0877778,no data,1.5231788079470197,
OGLE-2006-BLG-109L c,1,1510.0000000,268.1437920,-30.0877778,no data,2.980132450331126,
OGLE-2006-BLG-284L A b,0,4000.0000000,269.6592500,-29.1366667,no data,0.5425,
OGLE-2007-BLG-349L AB c,0,2760.0000000,271.3518070,-26.4219437,no data,0.9384057971014492,
OGLE-2007-BLG-368L b,0,5900.0000000,269.1081670,-32.2374167,no data,0.47457627118644063,
OGLE-2008-BLG-092L b,0,8100.0000000,267.5407080,-34.6731944,no data,1.8518518518518519,
OGLE-2008-BLG-355L b,0,6800.0000000,269.7867080,-30.7594722,no data,0.25,
OGLE-2011-BLG-0173L b,0,6100.0000000,269.3157350,-28.2338619,no data,1.3114754098360655,
OGLE-2011-BLG-0251L b,0,2570.0000000,264.5590830,-27.1361389,no data,1.058365758754864,
OGLE-2011-BLG-0265L b,0,4380.0000000,269.4488330,-27.3945278,no data,0.4315068493150685,
OGLE-2012-BLG-0026L b,1,4019.0000000,263.5779170,-27.1427500,no data,0.9952724558347849,
OGLE-2012-BLG-0026L c,1,4019.0000000,263.5779170,-27.1427500,no data,1.1943269470017417,
OGLE-2012-BLG-0358L b,0,1760.0000000,265.6948750,-24.2610000,no data,0.4943181818181818,
OGLE-2012-BLG-0406L b,0,4970.0000000,268.3257080,-30.4711667,no data,0.6941649899396379,
OGLE-2012-BLG-0563L b,0,1300.0000000,271.4905000,-27.7120000,no data,0.5692307692307692,
OGLE-2012-BLG-0724L b,0,6700.0000000,268.9682917,-29.8185278,no data,0.23880597014925373,
OGLE-2012-BLG-0838L b,0,6320.0000000,273.0030830,-25.7116111,no data,0.7009493670886076,
OGLE-2012-BLG-0950L b,0,2600.0000000,272.0192570,-29.7315826,no data,1.0,
OGLE-2013-BLG-0102L b,0,3040.0000000,268.0295000,-31.6905833,no data,0.2631578947368421,
OGLE-2013-BLG-0132L b,0,3900.0000000,269.7646180,-28.4210281,no data,0.923076923076923,
OGLE-2013-BLG-0341L B b,0,911.0000000,268.0312080,-29.8461111,no data,0.7705817782656421,
OGLE-2013-BLG-0911L b,0,3220.0000000,268.8832500,-29.2538333,no data,0.12111801242236024,
OGLE-2013-BLG-1721L b,0,6300.0000000,268.1265560,-30.2926941,no data,0.4126984126984127,
OGLE-2013-BLG-1761L b,0,6900.0000000,268.4094850,-28.8952713,no data,0.26086956521739135,
OGLE-2014-BLG-0124L b,0,3500.0000000,270.6217083,-28.3962500,no data,0.9942857142857142,
OGLE-2014-BLG-0221L b,0,3680.0000000,270.3037500,-27.4267639,no data,1.0217391304347825,
OGLE-2014-BLG-0319L b,0,7730.0000000,266.9611667,-33.9350444,no data,0.4514877102199224,
OGLE-2014-BLG-0676L b,0,2670.0000000,268.1020833,-30.5483889,no data,1.6966292134831462,
OGLE-2014-BLG-1722L b,1,6400.0000000,268.7523800,-31.4690552,no data,0.234375,
OGLE-2014-BLG-1722L c,1,6400.0000000,268.7523800,-31.4690552,no data,0.265625,
OGLE-2014-BLG-1760L b,0,6860.0000000,269.4089970,-28.9631577,no data,0.25510204081632654,
OGLE-2015-BLG-0051L b,0,8200.0000000,269.6625370,-28.0316944,no data,0.08902439024390243,
OGLE-2015-BLG-0954L b,0,1200.0000000,270.1843330,-28.6608889,no data,1.3333333333333335,
OGLE-2015-BLG-0966L b,0,3300.0000000,268.7542500,-29.0471111,no data,0.8181818181818182,
OGLE-2015-BLG-1649L b,0,4230.0000000,271.2050417,-32.6330278,no data,0.4893617021276595,
OGLE-2015-BLG-1670L b,0,6700.0000000,268.1587917,-28.5519167,no data,0.391044776119403,
OGLE-2015-BLG-1771L b,0,7070.0000000,268.7990000,-28.8627500,no data,0.12022630834512023,
OGLE-2016-BLG-0263L b,0,6500.0000000,269.8954160,-31.8186111,no data,0.8307692307692308,
OGLE-2016-BLG-0613L AB b,0,3410.0000000,269.2604060,-28.1161671,no data,1.8768328445747802,
OGLE-2016-BLG-1067L b,0,3730.0000000,273.2045000,-27.0126389,no data,0.4557640750670241,
OGLE-2016-BLG-1093L b,0,8120.0000000,269.0042917,-32.7134722,no data,0.2623152709359606,
OGLE-2016-BLG-1190L b,0,6770.0000000,269.7179260,-27.6135559,no data,0.3205317577548006,
OGLE-2016-BLG-1195L b,0,3910.0000000,268.8479310,-30.2072506,no data,0.2966751918158568,
OGLE-2016-BLG-1227L b,0,,265.5971250,-33.7597778,no data,no data,
OGLE-2017-BLG-0173L b,0,4705.0000000,267.9706120,-29.2713604,no data,0.8316684378320935,
OGLE-2017-BLG-0373L b,0,5915.0000000,269.3294067,-31.9517231,no data,0.40980557903634823,
OGLE-2017-BLG-0406L b,0,5200.0000000,268.9996670,-29.8631389,no data,0.673076923076923,
OGLE-2017-BLG-0448L b,0,7530.0000000,268.6686250,-31.0319167,no data,0.7636122177954847,
OGLE-2017-BLG-0482L b,0,5800.0000000,269.0488890,-30.5283604,no data,0.3103448275862069,
